Lemma,PrincipalParts,Form,Voice,Mood,Tense,Number,Person,Footnote
intersum,interesse_interfui_interfuturus,interfuissent,,subjunctive,pluperfect,plural,3rd,
intersum,interesse_interfui_interfuturus,interfuerō,,indicative,future_perfect,singular,1st,
intersum,interesse_interfui_interfuturus,interfueris,,indicative,future_perfect,singular,2nd,
intersum,interesse_interfui_interfuturus,interfuerit,,indicative,future_perfect,singular,3rd,
intersum,interesse_interfui_interfuturus,interfuerimus,,indicative,future_perfect,plural,1st,
intersum,interesse_interfui_interfuturus,interfueritis,,indicative,future_perfect,plural,2nd,
intersum,interesse_interfui_interfuturus,interfuerint,,indicative,future_perfect,plural,3rd,
obsum,obesse_obfui_obfuturus,obsum,,indicative,present,singular,1st,
obsum,obesse_obfui_obfuturus,obes,,indicative,present,singular,2nd,
obsum,obesse_obfui_obfuturus,obest,,indicative,present,singular,3rd,
obsum,obesse_obfui_obfuturus,obsumus,,indicative,present,plural,1st,
obsum,obesse_obfui_obfuturus,obestis,,indicative,present,plural,2nd,
obsum,obesse_obfui_obfuturus,obsunt,,indicative,present,plural,3rd,
obsum,obesse_obfui_obfuturus,obsim,,subjunctive,present,singular,1st,
obsum,obesse_obfui_obfuturus,obsīs,,subjunctive,present,singular,2nd,
obsum,obesse_obfui_obfuturus,obsit,,subjunctive,present,singular,3rd,
obsum,obesse_obfui_obfuturus,obsīmus,,subjunctive,present,plural,1st,
obsum,obesse_obfui_obfuturus,obsītis,,subjunctive,present,plural,2nd,
obsum,obesse_obfui_obfuturus,obsint,,subjunctive,present,plural,3rd,
obsum,obesse_obfui_obfuturus,obes,,imperative,present,singular,2nd,
obsum,obesse_obfui_obfuturus,obeste,,imperative,present,plural,2nd,
obsum,obesse_obfui_obfuturus,obesse,,infinitive,present,,,
obsum,obesse_obfui_obfuturus,oberam,,indicative,imperfect,singular,1st,
obsum,obesse_obfui_obfuturus,oberās,,indicative,imperfect,singular,2nd,
obsum,obesse_obfui_obfuturus,oberat,,indicative,imperfect,singular,3rd,
obsum,obesse_obfui_obfuturus,oberāmus,,indicative,imperfect,plural,1st,
obsum,obesse_obfui_obfuturus,oberātis,,indicative,imperfect,plural,2nd,
obsum,obesse_obfui_obfuturus,oberant,,indicative,imperfect,plural,3rd,
obsum,obesse_obfui_obfuturus,obessem,,subjunctive,imperfect,singular,1st,
obsum,obesse_obfui_obfuturus,obforem,,subjunctive,imperfect,singular,1st,2
obsum,obesse_obfui_obfuturus,obessēs,,subjunctive,imperfect,singular,2nd,
obsum,obesse_obfui_obfuturus,obforēs,,subjunctive,imperfect,singular,2nd,2
obsum,obesse_obfui_obfuturus,obesset,,subjunctive,imperfect,singular,3rd,
obsum,obesse_obfui_obfuturus,obforet,,subjunctive,imperfect,singular,3rd,2
obsum,obesse_obfui_obfuturus,obessēmus,,subjunctive,imperfect,plural,1st,
obsum,obesse_obfui_obfuturus,obforēmus,,subjunctive,imperfect,plural,1st,2
obsum,obesse_obfui_obfuturus,obessētis,,subjunctive,imperfect,plural,2nd,
obsum,obesse_obfui_obfuturus,obforētis,,subjunctive,imperfect,plural,2nd,2
obsum,obesse_obfui_obfuturus,obessent,,subjunctive,imperfect,plural,3rd,
obsum,obesse_obfui_obfuturus,obforent,,subjunctive,imperfect,plural,3rd,2
obsum,obesse_obfui_obfuturus,oberō,,indicative,future,singular,1st,
obsum,obesse_obfui_obfuturus,oberis,,indicative,future,singular,2nd,
obsum,obesse_obfui_obfuturus,obere,,indicative,future,singular,2nd,
obsum,obesse_obfui_obfuturus,oberit,,indicative,future,singular,3rd,
obsum,obesse_obfui_obfuturus,oberimus,,indicative,future,plural,1st,
obsum,obesse_obfui_obfuturus,oberitis,,indicative,future,plural,2nd,
obsum,obesse_obfui_obfuturus,oberunt,,indicative,future,plural,3rd,
obsum,obesse_obfui_obfuturus,obestō,,imperative,future,singular,2nd,
obsum,obesse_obfui_obfuturus,obestō,,imperative,future,singular,3rd,
obsum,obesse_obfui_obfuturus,obestōte,,imperative,future,plural,2nd,
obsum,obesse_obfui_obfuturus,obsuntō,,imperative,future,plural,3rd,
obsum,obesse_obfui_obfuturus,obfutūrus esse,,infinitive,future,,,
obsum,obesse_obfui_obfuturus,obfore,,infinitive,future,,,
obsum,obesse_obfui_obfuturus,obfuī,,indicative,perfect,singular,1st,
obsum,obesse_obfui_obfuturus,obfuistī,,indicative,perfect,singular,2nd,
obsum,obesse_obfui_obfuturus,obfuit,,indicative,perfect,singular,3rd,
obsum,obesse_obfui_obfuturus,obfuimus,,indicative,perfect,plural,1st,
obsum,obesse_obfui_obfuturus,obfuistis,,indicative,perfect,plural,2nd,
obsum,obesse_obfui_obfuturus,obfuērunt,,indicative,perfect,plural,3rd,
obsum,obesse_obfui_obfuturus,obfuēre,,indicative,perfect,plural,3rd,
obsum,obesse_obfui_obfuturus,obfuerim,,subjunctive,perfect,singular,1st,
obsum,obesse_obfui_obfuturus,obfueris,,subjunctive,perfect,singular,2nd,
obsum,obesse_obfui_obfuturus,obfuerit,,subjunctive,perfect,singular,3rd,
obsum,obesse_obfui_obfuturus,obfuerimus,,subjunctive,perfect,plural,1st,
obsum,obesse_obfui_obfuturus,obfueritis,,subjunctive,perfect,plural,2nd,
obsum,obesse_obfui_obfuturus,obfuerint,,subjunctive,perfect,plural,3rd,
obsum,obesse_obfui_obfuturus,obfuisse,,infinitive,perfect,,,
obsum,obesse_obfui_obfuturus,obfueram,,indicative,pluperfect,singular,1st,
obsum,obesse_obfui_obfuturus,obfuerās,,indicative,pluperfect,singular,2nd,
obsum,obesse_obfui_obfuturus,obfuerat,,indicative,pluperfect,singular,3rd,
obsum,obesse_obfui_obfuturus,obfuerāmus,,indicative,pluperfect,plural,1st,
obsum,obesse_obfui_obfuturus,obfuerātis,,indicative,pluperfect,plural,2nd,
obsum,obesse_obfui_obfuturus,obfuerant,,indicative,pluperfect,plural,3rd,
obsum,obesse_obfui_obfuturus,obfuissem,,subjunctive,pluperfect,singular,1st,
obsum,obesse_obfui_obfuturus,obfuissēs,,subjunctive,pluperfect,singular,2nd,
obsum,obesse_obfui_obfuturus,obfuisset,,subjunctive,pluperfect,singular,3rd,
obsum,obesse_obfui_obfuturus,obfūvisset,,subjunctive,pluperfect,singular,3rd,
obsum,obesse_obfui_obfuturus,obfuissēmus,,subjunctive,pluperfect,plural,1st,
obsum,obesse_obfui_obfuturus,obfuissētis,,subjunctive,pluperfect,plural,2nd,
obsum,obesse_obfui_obfuturus,obfuissent,,subjunctive,pluperfect,plural,3rd,
obsum,obesse_obfui_obfuturus,obfuerō,,indicative,future_perfect,singular,1st,
obsum,obesse_obfui_obfuturus,obfueris,,indicative,future_perfect,singular,2nd,
obsum,obesse_obfui_obfuturus,obfuerit,,indicative,future_perfect,singular,3rd,
obsum,obesse_obfui_obfuturus,obfuerimus,,indicative,future_perfect,plural,1st,
obsum,obesse_obfui_obfuturus,obfueritis,,indicative,future_perfect,plural,2nd,
obsum,obesse_obfui_obfuturus,obfuerint,,indicative,future_perfect,plural,3rd,
praesum,praeesse_praefui_praefuturus,praesum,,indicative,present,singular,1st,
praesum,praeesse_praefui_praefuturus,praees,,indicative,present,singular,2nd,
praesum,praeesse_praefui_praefuturus,praeest,,indicative,present,singular,3rd,
praesum,praeesse_praefui_praefuturus,praesumus,,indicative,present,plural,1st,
praesum,praeesse_praefui_praefuturus,praeestis,,indicative,present,plural,2nd,
praesum,praeesse_praefui_praefuturus,praesunt,,indicative,present,plural,3rd,
praesum,praeesse_praefui_praefuturus,praesim,,subjunctive,present,singular,1st,
praesum,praeesse_praefui_praefuturus,praesīs,,subjunctive,present,singular,2nd,
praesum,praeesse_praefui_praefuturus,praesit,,subjunctive,present,singular,3rd,
praesum,praeesse_praefui_praefuturus,praesīmus,,subjunctive,present,plural,1st,
praesum,praeesse_praefui_praefuturus,praesītis,,subjunctive,present,plural,2nd,
praesum,praeesse_praefui_praefuturus,praesint,,subjunctive,present,plural,3rd,
praesum,praeesse_praefui_praefuturus,praees,,imperative,present,singular,2nd,
praesum,praeesse_praefui_praefuturus,praeeste,,imperative,present,plural,2nd,
praesum,praeesse_praefui_praefuturus,praeesse,,infinitive,present,,,
praesum,praeesse_praefui_praefuturus,praeeram,,indicative,imperfect,singular,1st,
praesum,praeesse_praefui_praefuturus,praeerās,,indicative,imperfect,singular,2nd,
praesum,praeesse_praefui_praefuturus,praeerat,,indicative,imperfect,singular,3rd,
praesum,praeesse_praefui_praefuturus,praeerāmus,,indicative,imperfect,plural,1st,
praesum,praeesse_praefui_praefuturus,praeerātis,,indicative,imperfect,plural,2nd,
praesum,praeesse_praefui_praefuturus,praeerant,,indicative,imperfect,plural,3rd,
praesum,praeesse_praefui_praefuturus,praeessem,,subjunctive,imperfect,singular,1st,
praesum,praeesse_praefui_praefuturus,praeforem,,subjunctive,imperfect,singular,1st,2
praesum,praeesse_praefui_praefuturus,praeessēs,,subjunctive,imperfect,singular,2nd,
praesum,praeesse_praefui_praefuturus,praeforēs,,subjunctive,imperfect,singular,2nd,2
praesum,praeesse_praefui_praefuturus,praeesset,,subjunctive,imperfect,singular,3rd,
praesum,praeesse_praefui_praefuturus,praeforet,,subjunctive,imperfect,singular,3rd,2
praesum,praeesse_praefui_praefuturus,praeessēmus,,subjunctive,imperfect,plural,1st,
praesum,praeesse_praefui_praefuturus,praeforēmus,,subjunctive,imperfect,plural,1st,2
praesum,praeesse_praefui_praefuturus,praeessētis,,subjunctive,imperfect,plural,2nd,
praesum,praeesse_praefui_praefuturus,praeforētis,,subjunctive,imperfect,plural,2nd,2
praesum,praeesse_praefui_praefuturus,praeessent,,subjunctive,imperfect,plural,3rd,
praesum,praeesse_praefui_praefuturus,praeforent,,subjunctive,imperfect,plural,3rd,2
praesum,praeesse_praefui_praefuturus,praeerō,,indicative,future,singular,1st,
praesum,praeesse_praefui_praefuturus,praeeris,,indicative,future,singular,2nd,
praesum,praeesse_praefui_praefuturus,praeere,,indicative,future,singular,2nd,
praesum,praeesse_praefui_praefuturus,praeerit,,indicative,future,singular,3rd,
praesum,praeesse_praefui_praefuturus,praeerimus,,indicative,future,plural,1st,
praesum,praeesse_praefui_praefuturus,praeeritis,,indicative,future,plural,2nd,
praesum,praeesse_praefui_praefuturus,praeerunt,,indicative,future,plural,3rd,
praesum,praeesse_praefui_praefuturus,praeestō,,imperative,future,singular,2nd,
praesum,praeesse_praefui_praefuturus,praeestō,,imperative,future,singular,3rd,
praesum,praeesse_praefui_praefuturus,praeestōte,,imperative,future,plural,2nd,
praesum,praeesse_praefui_praefuturus,praesuntō,,imperative,future,plural,3rd,
praesum,praeesse_praefui_praefuturus,praefutūrus esse,,infinitive,future,,,
praesum,praeesse_praefui_praefuturus,praefore,,infinitive,future,,,
praesum,praeesse_praefui_praefuturus,praefuī,,indicative,perfect,singular,1st,
praesum,praeesse_praefui_praefuturus,praefuistī,,indicative,perfect,singular,2nd,
praesum,praeesse_praefui_praefuturus,praefuit,,indicative,perfect,singular,3rd,
praesum,praeesse_praefui_praefuturus,praefuimus,,indicative,perfect,plural,1st,
praesum,praeesse_praefui_praefuturus,praefuistis,,indicative,perfect,plural,2nd,
praesum,praeesse_praefui_praefuturus,praefuērunt,,indicative,perfect,plural,3rd,
praesum,praeesse_praefui_praefuturus,praefuēre,,indicative,perfect,plural,3rd,
praesum,praeesse_praefui_praefuturus,praefuerim,,subjunctive,perfect,singular,1st,
praesum,praeesse_praefui_praefuturus,praefueris,,subjunctive,perfect,singular,2nd,
praesum,praeesse_praefui_praefuturus,praefuerit,,subjunctive,perfect,singular,3rd,
praesum,praeesse_praefui_praefuturus,praefuerimus,,subjunctive,perfect,plural,1st,
praesum,praeesse_praefui_praefuturus,praefueritis,,subjunctive,perfect,plural,2nd,
praesum,praeesse_praefui_praefuturus,praefuerint,,subjunctive,perfect,plural,3rd,
praesum,praeesse_praefui_praefuturus,praefuisse,,infinitive,perfect,,,
praesum,praeesse_praefui_praefuturus,praefueram,,indicative,pluperfect,singular,1st,
praesum,praeesse_praefui_praefuturus,praefuerās,,indicative,pluperfect,singular,2nd,
praesum,praeesse_praefui_praefuturus,praefuerat,,indicative,pluperfect,singular,3rd,
praesum,praeesse_praefui_praefuturus,praefuerāmus,,indicative,pluperfect,plural,1st,
praesum,praeesse_praefui_praefuturus,praefuerātis,,indicative,pluperfect,plural,2nd,
praesum,praeesse_praefui_praefuturus,praefuerant,,indicative,pluperfect,plural,3rd,
praesum,praeesse_praefui_praefuturus,praefuissem,,subjunctive,pluperfect,singular,1st,
praesum,praeesse_praefui_praefuturus,praefuissēs,,subjunctive,pluperfect,singular,2nd,
praesum,praeesse_praefui_praefuturus,praefuisset,,subjunctive,pluperfect,singular,3rd,
praesum,praeesse_praefui_praefuturus,praefūvisset,,subjunctive,pluperfect,singular,3rd,
praesum,praeesse_praefui_praefuturus,praefuissēmus,,subjunctive,pluperfect,plural,1st,
praesum,praeesse_praefui_praefuturus,praefuissētis,,subjunctive,pluperfect,plural,2nd,
praesum,praeesse_praefui_praefuturus,praefuissent,,subjunctive,pluperfect,plural,3rd,
praesum,praeesse_praefui_praefuturus,praefuerō,,indicative,future_perfect,singular,1st,
praesum,praeesse_praefui_praefuturus,praefueris,,indicative,future_perfect,singular,2nd,
praesum,praeesse_praefui_praefuturus,praefuerit,,indicative,future_perfect,singular,3rd,
praesum,praeesse_praefui_praefuturus,praefuerimus,,indicative,future_perfect,plural,1st,
praesum,praeesse_praefui_praefuturus,praefueritis,,indicative,future_perfect,plural,2nd,
praesum,praeesse_praefui_praefuturus,praefuerint,,indicative,future_perfect,plural,3rd,
nolo,nolle_nolui_-,nolō,,indicative,present,singular,1st,
nolo,nolle_nolui_-,"non vīs",,indicative,present,singular,2nd,
nolo,nolle_nolui_-,"non vult",,indicative,present,singular,3rd,
nolo,nolle_nolui_-,nolumus,,indicative,present,plural,1st,
nolo,nolle_nolui_-,"non vultis",,indicative,present,plural,2nd,
nolo,nolle_nolui_-,nolunt,,indicative,present,plural,3rd,
nolo,nolle_nolui_-,nolim,,subjunctive,present,singular,1st,
nolo,nolle_nolui_-,nolīs,,subjunctive,present,singular,2nd,
nolo,nolle_nolui_-,nolit,,subjunctive,present,singular,3rd,
nolo,nolle_nolui_-,nolīmus,,subjunctive,present,plural,1st,
nolo,nolle_nolui_-,nolītis,,subjunctive,present,plural,2nd,
nolo,nolle_nolui_-,nolint,,subjunctive,present,plural,3rd,
nolo,nolle_nolui_-,nolle,,infinitive,present,,,
nolo,nolle_nolui_-,nolēbam,,indicative,imperfect,singular,1st,
nolo,nolle_nolui_-,nolēbās,,indicative,imperfect,singular,2nd,
nolo,nolle_nolui_-,nolēbat,,indicative,imperfect,singular,3rd,
nolo,nolle_nolui_-,nolēbāmus,,indicative,imperfect,plural,1st,
nolo,nolle_nolui_-,nolēbātis,,indicative,imperfect,plural,2nd,
nolo,nolle_nolui_-,nolēbant,,indicative,imperfect,plural,3rd,
nolo,nolle_nolui_-,nollem,,subjunctive,imperfect,singular,1st,
nolo,nolle_nolui_-,nollēs,,subjunctive,imperfect,singular,2nd,
nolo,nolle_nolui_-,nollet,,subjunctive,imperfect,singular,3rd,
nolo,nolle_nolui_-,nollēmus,,subjunctive,imperfect,plural,1st,
nolo,nolle_nolui_-,nollētis,,subjunctive,imperfect,plural,2nd,
nolo,nolle_nolui_-,nollent,,subjunctive,imperfect,plural,3rd,
nolo,nolle_nolui_-,nolam,,indicative,future,singular,1st,
nolo,nolle_nolui_-,nolēs,,indicative,future,singular,2nd,
nolo,nolle_nolui_-,nolet,,indicative,future,singular,3rd,
nolo,nolle_nolui_-,nolēmus,,indicative,future,plural,1st,
nolo,nolle_nolui_-,nolētis,,indicative,future,plural,2nd,
nolo,nolle_nolui_-,nolent,,indicative,future,plural,3rd,
nolo,nolle_nolui_-,noluī,,indicative,perfect,singular,1st,
nolo,nolle_nolui_-,noluistī,,indicative,perfect,singular,2nd,
nolo,nolle_nolui_-,noluit,,indicative,perfect,singular,3rd,
nolo,nolle_nolui_-,noluimus,,indicative,perfect,plural,1st,
nolo,nolle_nolui_-,noluistis,,indicative,perfect,plural,2nd,
nolo,nolle_nolui_-,noluērunt,,indicative,perfect,plural,3rd,
nolo,nolle_nolui_-,noluēre,,indicative,perfect,plural,3rd,
nolo,nolle_nolui_-,noluerim,,subjunctive,perfect,singular,1st,
nolo,nolle_nolui_-,noluerīs,,subjunctive,perfect,singular,2nd,
nolo,nolle_nolui_-,noluerit,,subjunctive,perfect,singular,3rd,
nolo,nolle_nolui_-,noluerīmus,,subjunctive,perfect,plural,1st,
nolo,nolle_nolui_-,noluerītis,,subjunctive,perfect,plural,2nd,
nolo,nolle_nolui_-,noluerint,,subjunctive,perfect,plural,3rd,
nolo,nolle_nolui_-,noluisse,,infinitive,perfect,,,
nolo,nolle_nolui_-,nolueram,,indicative,pluperfect,singular,1st,
nolo,nolle_nolui_-,noluerās,,indicative,pluperfect,singular,2nd,
nolo,nolle_nolui_-,noluerat,,indicative,pluperfect,singular,3rd,
nolo,nolle_nolui_-,noluerāmus,,indicative,pluperfect,plural,1st,
nolo,nolle_nolui_-,noluerātis,,indicative,pluperfect,plural,2nd,
nolo,nolle_nolui_-,noluerant,,indicative,pluperfect,plural,3rd,
nolo,nolle_nolui_-,noluissem,,subjunctive,pluperfect,singular,1st,
nolo,nolle_nolui_-,noluissēs,,subjunctive,pluperfect,singular,2nd,
nolo,nolle_nolui_-,noluisset,,subjunctive,pluperfect,singular,3rd,
nolo,nolle_nolui_-,noluissēmus,,subjunctive,pluperfect,plural,1st,
nolo,nolle_nolui_-,noluissētis,,subjunctive,pluperfect,plural,2nd,
nolo,nolle_nolui_-,noluissent,,subjunctive,pluperfect,plural,3rd,
nolo,nolle_nolui_-,noluerō,,indicative,future_perfect,singular,1st,
nolo,nolle_nolui_-,nolueris,,indicative,future_perfect,singular,2nd,
nolo,nolle_nolui_-,noluerit,,indicative,future_perfect,singular,3rd,
nolo,nolle_nolui_-,noluerimus,,indicative,future_perfect,plural,1st,
nolo,nolle_nolui_-,nolueritis,,indicative,future_perfect,plural,2nd,
nolo,nolle_nolui_-,noluerint,,indicative,future_perfect,plural,3rd,
malo,malle_malui_-,malō,,indicative,present,singular,1st,
malo,malle_malui_-,mavīs,,indicative,present,singular,2nd,
malo,malle_malui_-,mavult,,indicative,present,singular,3rd,
malo,malle_malui_-,malumus,,indicative,present,plural,1st,
malo,malle_malui_-,mavultis,,indicative,present,plural,2nd,
malo,malle_malui_-,malunt,,indicative,present,plural,3rd,
malo,malle_malui_-,malim,,subjunctive,present,singular,1st,
malo,malle_malui_-,malīs,,subjunctive,present,singular,2nd,
malo,malle_malui_-,malit,,subjunctive,present,singular,3rd,
malo,malle_malui_-,malīmus,,subjunctive,present,plural,1st,
malo,malle_malui_-,malītis,,subjunctive,present,plural,2nd,
malo,malle_malui_-,malint,,subjunctive,present,plural,3rd,
malo,malle_malui_-,malle,,infinitive,present,,,
malo,malle_malui_-,malēbam,,indicative,imperfect,singular,1st,
malo,malle_malui_-,malēbās,,indicative,imperfect,singular,2nd,
malo,malle_malui_-,malēbat,,indicative,imperfect,singular,3rd,
malo,malle_malui_-,malēbāmus,,indicative,imperfect,plural,1st,
malo,malle_malui_-,malēbātis,,indicative,imperfect,plural,2nd,
malo,malle_malui_-,malēbant,,indicative,imperfect,plural,3rd,
malo,malle_malui_-,mallem,,subjunctive,imperfect,singular,1st,
malo,malle_malui_-,mallēs,,subjunctive,imperfect,singular,2nd,
malo,malle_malui_-,mallet,,subjunctive,imperfect,singular,3rd,
malo,malle_malui_-,mallēmus,,subjunctive,imperfect,plural,1st,
malo,malle_malui_-,mallētis,,subjunctive,imperfect,plural,2nd,
malo,malle_malui_-,mallent,,subjunctive,imperfect,plural,3rd,
malo,malle_malui_-,malam,,indicative,future,singular,1st,
malo,malle_malui_-,malēs,,indicative,future,singular,2nd,
malo,malle_malui_-,malet,,indicative,future,singular,3rd,
malo,malle_malui_-,malēmus,,indicative,future,plural,1st,
malo,malle_malui_-,malētis,,indicative,future,plural,2nd,
malo,malle_malui_-,malent,,indicative,future,plural,3rd,
malo,malle_malui_-,maluī,,indicative,perfect,singular,1st,
malo,malle_malui_-,maluistī,,indicative,perfect,singular,2nd,
malo,malle_malui_-,maluit,,indicative,perfect,singular,3rd,
malo,malle_malui_-,maluimus,,indicative,perfect,plural,1st,
malo,malle_malui_-,maluistis,,indicative,perfect,plural,2nd,
malo,malle_malui_-,maluērunt,,indicative,perfect,plural,3rd,
malo,malle_malui_-,maluēre,,indicative,perfect,plural,3rd
malo,malle_malui_-,maluerim,,subjunctive,perfect,singular,1st,
malo,malle_malui_-,maluerīs,,subjunctive,perfect,singular,2nd,
malo,malle_malui_-,maluerit,,subjunctive,perfect,singular,3rd,
malo,malle_malui_-,maluerīmus,,subjunctive,perfect,plural,1st,
malo,malle_malui_-,maluerītis,,subjunctive,perfect,plural,2nd,
malo,malle_malui_-,maluerint,,subjunctive,perfect,plural,3rd,
malo,malle_malui_-,maluisse,,infinitive,perfect,,,
malo,malle_malui_-,malueram,,indicative,pluperfect,singular,1st,
malo,malle_malui_-,maluerās,,indicative,pluperfect,singular,2nd,
malo,malle_malui_-,maluerat,,indicative,pluperfect,singular,3rd,
malo,malle_malui_-,maluerāmus,,indicative,pluperfect,plural,1st,
malo,malle_malui_-,maluerātis,,indicative,pluperfect,plural,2nd,
malo,malle_malui_-,maluerant,,indicative,pluperfect,plural,3rd,
malo,malle_malui_-,maluissem,,subjunctive,pluperfect,singular,1st,
malo,malle_malui_-,maluissēs,,subjunctive,pluperfect,singular,2nd,
malo,malle_malui_-,maluisset,,subjunctive,pluperfect,singular,3rd,
malo,malle_malui_-,maluissēmus,,subjunctive,pluperfect,plural,1st,
malo,malle_malui_-,maluissētis,,subjunctive,pluperfect,plural,2nd,
malo,malle_malui_-,maluissent,,subjunctive,pluperfect,plural,3rd,
malo,malle_malui_-,maluerō,,indicative,future_perfect,singular,1st,
malo,malle_malui_-,malueris,,indicative,future_perfect,singular,2nd,
malo,malle_malui_-,maluerit,,indicative,future_perfect,singular,3rd,
malo,malle_malui_-,maluerimus,,indicative,future_perfect,plural,1st,
malo,malle_malui_-,malueritis,,indicative,future_perfect,plural,2nd,
malo,malle_malui_-,maluerint,,indicative,future_perfect,plural,3rd,
